613
2360	1531	0
3659	3845	0
2006	2220	0
1611	3379	0
2895	2894	0
947	375	0
947	2280	0
3738	1878	0
2576	1651	0
388	3537	0
2883	323	3
446	494	0
449	3061	0
1487	1243	0
2365	1105	0
1264	623	0
1028	1180	0
27	3562	0
1617	1616	0
1765	3637	0
324	1271	0
2958	2298	0
1043	628	0
1799	3434	0
752	751	0
1641	466	0
1359	1947	0
1925	679	0
199	1477	3
622	3763	3
2572	3188	0
345	3116	0
1480	2634	0
88	297	0
3688	10	3
3001	2190	0
1509	865	0
1815	78	0
994	3226	0
349	596	0
385	3402	0
1043	228	0
1417	3146	0
1888	1887	0
38	3162	0
454	898	3
2249	3699	0
1272	1643	0
112	2695	0
3711	1510	0
3058	1038	0
865	2400	0
447	446	0
1652	2600	0
1234	2509	0
2673	2541	0
3724	1361	0
2526	3027	0
516	3628	3
2324	1780	0
554	553	0
1330	1073	0
2717	115	0
318	710	0
1025	2180	3
302	40	0
670	2719	0
2908	635	0
2037	2962	0
3710	1901	0
2027	2026	0
1773	352	0
3255	3828	0
840	1994	0
1020	3044	0
2991	2990	0
530	529	3
641	640	0
767	489	0
1835	875	0
922	629	0
1462	1461	0
3344	3689	0
2912	3762	0
1724	1927	0
1098	644	0
351	350	0
1377	3171	0
323	322	3
3502	1046	0
1489	798	0
3717	1038	0
646	488	0
2059	2058	0
1465	3294	0
2350	1705	0
1984	3796	0
913	3164	0
3467	3003	0
733	2504	0
3337	1741	0
2028	2182	0
1209	29	0
3695	1213	0
2401	303	0
231	230	0
1870	1257	3
2326	1531	0
764	3094	0
1984	3608	0
3344	2195	0
1726	2053	0
424	2201	0
2421	1642	0
1900	27	0
633	2433	0
2479	12	0
184	2237	0
864	449	0
3265	802	0
369	2762	0
2193	2277	0
973	2627	0
137	1778	0
2918	471	0
3434	1799	0
3814	2345	0
1510	496	0
1085	3496	0
136	135	0
1682	1445	0
555	2598	0
1406	272	0
1790	727	0
45	1331	0
1922	1921	0
3203	1137	0
2727	618	0
55	2669	0
1654	1800	0
2094	254	0
204	3010	0
1762	1125	0
1880	462	0
1220	3004	0
2754	1074	0
1332	137	0
340	2048	0
478	477	0
725	2058	0
2238	1091	0
670	3799	0
2418	2580	0
1767	362	0
1855	2084	0
1088	209	0
2355	35	0
1249	807	0
3693	1139	0
3032	134	0
2873	676	0
1501	1500	0
3127	3665	0
820	3703	0
3845	3659	0
78	411	0
868	2793	0
358	931	0
1108	122	0
1775	2352	0
1043	1042	0
2097	3383	0
412	901	0
3330	2863	0
3353	3352	0
1744	3781	3
1455	866	0
2584	593	0
855	1909	0
35	34	0
2385	119	0
72	3673	3
1504	1400	0
2502	3400	0
536	1378	0
3434	325	3
3250	2036	0
877	372	0
397	2856	0
599	1422	0
761	796	0
401	400	0
2051	940	0
513	1423	0
1755	1051	3
2880	2879	0
1847	2069	0
2061	3477	3
2054	378	0
937	2193	0
433	388	3
803	1124	0
64	35	0
165	482	0
1947	1359	0
858	2933	0
1016	256	0
1310	1702	0
2881	834	0
3426	2290	0
1752	1289	0
385	1325	0
2206	1580	0
2234	2233	0
486	946	0
1017	956	0
2584	291	0
2801	56	3
1691	1038	0
830	545	0
423	3096	0
858	857	0
1832	2571	0
840	336	0
323	1684	3
2890	3283	0
2067	2913	0
184	1763	0
2868	803	0
2384	2383	0
1723	3320	0
1596	1595	0
2884	3157	0
1459	979	0
2066	220	0
911	1257	3
1862	2296	0
35	2290	0
3796	1984	0
401	689	0
473	1984	0
3538	1287	0
749	3055	0
1103	1810	0
337	3230	0
2708	451	0
3228	288	0
457	2986	0
1382	2905	0
2326	1876	0
2036	850	0
1945	3592	0
1718	411	0
1798	3706	0
1090	1495	0
1256	154	0
1981	1966	0
313	675	0
2486	423	0
1281	1241	0
3098	385	0
706	159	0
673	1000	0
1647	3250	0
3686	850	0
1639	2278	0
3791	2865	0
936	2227	0
2158	414	0
1407	1996	0
2931	1878	0
798	2927	0
2658	2655	0
827	666	0
622	141	0
2214	2155	0
2079	1949	0
1681	1680	0
264	263	0
582	414	0
2895	117	0
1982	3757	0
1274	140	0
1278	1783	3
2053	2731	0
667	1440	0
2860	2345	0
1770	1769	0
3012	3827	0
3300	1795	0
2926	1941	0
3216	3215	0
1088	1078	0
1440	896	0
759	1958	0
1743	1742	0
1555	2363	0
219	3233	0
207	931	0
1386	995	0
1291	2143	3
137	613	0
295	1744	3
2195	1148	0
1972	2142	0
2000	1999	0
3430	622	0
2034	3131	0
1372	2800	0
3073	3072	0
1086	864	0
871	1351	0
2530	2430	0
1318	2273	0
2061	2060	3
2813	2250	0
1300	513	0
1114	2497	0
3013	1090	0
220	1476	0
472	1232	0
1869	2267	0
673	148	0
34	2560	0
1072	900	0
1430	1429	0
776	643	0
1546	1676	0
1802	235	0
2993	3778	0
2571	772	0
1136	2835	0
311	1975	0
933	3800	0
458	348	0
141	2556	0
975	2612	0
1614	2926	0
293	2203	0
509	3507	0
1765	946	0
523	3817	3
2993	1117	0
2755	1531	0
1329	1196	0
2737	2482	0
1444	1024	0
2431	757	0
3012	2542	0
1789	2178	0
1213	472	0
775	774	0
931	3713	0
139	3805	0
2574	122	0
738	3171	0
1678	2856	0
2994	3150	0
2884	2883	0
460	1322	0
820	819	0
1950	903	0
907	906	0
49	48	0
105	2196	0
2596	121	0
2541	2673	0
662	3725	0
676	314	0
324	1643	0
2457	2427	0
3720	1046	0
630	2225	0
1048	1272	0
3044	1020	0
2345	3814	0
3534	1488	0
1427	1426	0
2482	2481	0
1455	3746	0
