1068
10499	1742	1
10469	5902	1
7781	1799	5
11817	8709	1
8239	4770	5
9608	3715	1
8404	6163	1
7345	673	1
9394	9956	1
9651	2614	1
8698	10992	1
9912	2964	1
11209	11003	1
6748	4682	1
1402	8365	1
5114	10469	1
6566	1755	1
4266	2383	1
6603	11960	1
11803	9442	1
197	56	1
10323	3689	1
7453	4633	1
3281	71	1
7087	628	1
2155	3039	1
7928	3773	1
9648	4865	1
6482	8893	1
10596	1071	1
5131	844	1
2434	4006	1
3616	3479	1
9833	4989	1
1348	11019	1
2450	6116	1
4188	4575	1
11941	3015	1
9620	4104	1
6805	11811	1
7511	971	1
5832	649	1
3809	1071	1
7260	1164	1
5749	4865	1
3719	4369	1
9498	9248	1
3810	2802	1
10012	5365	1
1606	7948	1
5588	9790	1
1298	7275	1
2397	7064	1
4081	6096	1
11350	2834	1
4373	11808	1
7226	9709	1
4880	8756	1
6319	5181	1
9571	1028	1
10451	3022	1
2456	1228	1
11931	1071	1
7401	474	1
11273	8304	1
4625	2715	1
2755	4329	1
4864	3132	1
3003	8997	1
5635	3053	1
7202	3361	1
9013	6845	1
6848	4667	1
11370	7903	1
623	5561	1
8858	8291	1
7232	4738	1
10466	7769	1
6727	3541	1
188	1885	1
5392	9533	1
6195	1474	1
9208	544	5
10003	5124	1
3215	1915	1
5513	6016	1
2663	9709	1
9476	3139	1
10306	7817	1
431	4607	1
11977	10735	1
6009	10602	1
570	4069	1
7416	10522	1
6331	710	1
3800	3709	1
10514	865	1
6425	652	1
2488	3323	1
7978	5707	1
3409	7594	1
1137	6095	1
10852	40	1
1655	9239	1
7668	8651	1
11883	7654	1
4724	628	1
10095	261	1
6671	2244	1
10802	5313	1
11884	1862	1
10089	5394	1
2283	1113	1
7324	5312	1
2679	1287	1
4674	3281	1
299	4043	1
3675	165	1
4389	4902	1
216	2033	1
12014	1417	1
1841	4315	5
11133	291	1
7084	11293	1
11359	3189	1
8817	8635	1
2602	5154	1
3702	2197	1
6115	9	1
1916	1408	5
3071	4351	5
10220	1668	1
5925	1096	5
7990	10930	1
2715	2830	1
11751	1071	1
6254	3065	1
2849	3182	1
9727	1344	1
1511	7901	1
2290	83	1
10006	8901	1
10780	3355	1
6288	1881	1
230	2545	1
9893	10624	1
3432	8532	1
3392	4789	1
11052	2734	1
5530	6325	1
8567	1097	1
6192	720	1
8090	9512	1
783	3399	1
4496	258	1
1928	616	1
11409	5478	1
1077	1762	1
11171	11311	1
4234	1071	1
145	8059	1
9957	11981	1
7566	710	1
11104	6729	1
5282	26	1
1165	5957	1
7947	8938	1
7196	11550	1
6050	7084	1
2019	1630	1
3503	6134	1
9326	3065	1
11195	2186	1
11565	5062	1
11980	2802	1
5557	179	1
3978	3137	1
4779	2312	1
1762	954	1
8478	9058	1
1104	1935	1
9955	9396	1
2220	4211	1
1975	3181	1
8217	6199	1
7496	544	5
8746	3545	1
9599	1915	1
10498	9	1
3191	1211	1
5538	10198	1
10632	9714	1
10501	1097	1
11871	11121	1
3722	9951	1
7623	83	1
11981	11269	1
8245	11633	1
11665	4211	1
10638	6075	1
10825	10599	1
10369	3761	1
11749	1292	5
5997	476	1
1610	8576	5
11444	328	1
5278	4329	1
6223	2806	5
8318	8141	1
9864	2996	1
10475	10303	1
1687	6411	1
4693	11997	1
10401	6078	1
10221	1036	1
2608	4653	1
8777	1468	1
400	1698	1
1192	6378	1
8887	61	1
5678	1485	1
1091	2186	1
2511	7040	1
11590	10548	1
10066	544	5
4936	1029	1
4043	997	1
699	8734	1
10031	2929	1
10782	10391	1
6063	3132	1
7666	9125	1
545	6036	1
11284	7757	1
11624	9285	1
5064	111	1
6569	5910	1
11976	10718	1
6362	287	5
6436	2192	1
10610	4192	1
11644	2358	1
8178	11925	1
10431	12006	1
3543	7136	1
10635	5301	1
6172	8611	1
7373	3928	1
2125	8680	5
10911	11388	1
4786	618	1
8017	5973	1
4254	11210	1
5065	5076	1
7514	2965	1
11779	628	1
10091	5583	1
1484	111	1
9144	1734	1
3697	315	5
1128	8156	1
4305	4275	1
10890	490	1
11885	301	1
6234	7146	1
11045	1524	1
3956	11142	1
9673	11265	1
3119	307	5
1086	57	1
114	9713	1
7317	8445	1
8101	472	1
8939	444	1
11156	5759	1
1688	2755	1
2967	4798	1
11500	1049	1
4942	301	1
3247	1073	1
4353	3933	1
10853	2654	1
2721	5214	1
10566	7459	1
11137	3039	1
5506	4717	1
8055	83	1
2895	1077	1
8516	2546	1
2787	9239	1
11989	4419	1
9666	3672	1
9199	4076	1
11376	2685	1
5606	33	1
11576	6285	1
8833	5509	1
1255	5168	1
7824	9502	1
4193	5677	1
6599	27	1
7831	37	1
8923	6273	1
9737	3578	1
3357	397	1
6485	6536	1
8591	1229	1
20	4705	1
4232	2350	1
1342	9536	1
1877	9366	1
9724	7730	1
12031	536	1
8331	9092	1
6024	710	1
8112	1755	1
8156	1434	1
7392	11504	1
10880	9664	1
11647	3356	1
11536	7399	1
4840	2727	1
6465	1901	1
8648	10213	1
9527	113	1
10932	2745	1
8047	10589	5
5246	1699	1
11675	239	1
3515	2192	1
3681	2602	1
10700	644	1
1008	4259	1
11912	1085	1
11516	4167	1
9426	4312	1
3369	978	1
7832	3510	1
11412	7441	1
544	410	1
11491	6987	1
3592	2655	1
4289	8268	1
11768	954	1
11060	1124	1
11708	56	1
8317	5116	1
10590	11986	1
11397	8545	1
2344	179	5
4857	6573	1
10988	3050	1
1891	10941	1
7686	10333	1
7047	5839	1
2043	5062	1
10594	867	5
8884	8390	1
2427	11303	1
10560	652	1
9002	5361	1
2247	1537	1
11691	1071	1
5142	4315	1
5738	1107	1
8780	6788	1
4060	5859	1
6713	5886	1
10259	9729	1
8637	3320	1
10797	680	1
12003	2045	1
40	5059	1
7170	321	1
239	6270	1
7494	2564	1
1041	8296	1
11144	9533	1
11401	1071	1
4762	9815	1
8195	2377	5
9146	1096	5
3754	2207	1
9919	5325	1
4586	8380	1
6675	6035	1
11504	11763	1
8798	793	1
7166	9700	1
2467	9430	1
2175	2613	1
4707	8410	1
4411	2186	1
6133	3982	1
132	261	1
9898	3700	1
6198	8281	1
1920	2484	1
11782	2133	1
4908	4438	1
11242	7464	1
11892	9383	1
1841	954	1
6187	5980	5
497	1367	1
1437	1073	1
2316	3743	1
1567	1442	1
10269	2505	1
4657	67	1
9538	9457	1
9193	5592	1
8653	9386	1
2416	7027	1
5185	2595	1
10215	10600	1
11995	83	1
3353	1425	1
550	1185	1
11006	6044	1
10798	100	1
10875	8966	1
11394	4351	5
5070	4697	1
11761	2557	1
11416	1096	5
10079	9805	1
5504	10510	1
6862	486	1
4564	1892	1
7269	287	5
298	1559	1
6704	1425	1
7925	409	1
7423	6966	1
2971	7764	1
8890	5153	1
5310	3723	1
9192	4789	1
10563	3915	1
1714	12006	1
2345	1810	1
11797	2498	1
11825	2255	1
357	3680	1
737	1654	1
7513	1172	1
920	8758	1
462	3065	1
11569	8720	1
10263	10229	1
7128	593	1
11994	4084	1
7154	1077	1
1708	10742	5
4275	1475	1
3177	9416	1
6601	2277	1
2585	4846	1
11753	3710	1
9943	3022	1
479	616	1
55	2002	1
8449	2547	1
7893	7270	1
568	9345	1
6710	7570	5
5566	476	1
3710	155	1
11901	9612	1
8251	882	1
1939	2158	1
1918	7948	1
8898	2121	1
6445	4093	1
157	1071	1
2902	1029	1
2197	3449	1
12004	9392	1
8899	867	5
4268	1654	1
7459	1146	1
8767	5941	1
1641	3077	1
395	4296	5
4874	6952	1
7935	7542	1
9245	6608	1
8412	2350	1
11687	3392	1
5172	155	1
6686	11799	1
11289	9118	1
9712	10685	1
3966	11275	1
4099	118	1
4339	4259	1
2144	4343	1
12024	3684	1
485	7685	1
11373	8505	1
965	5153	1
10946	563	1
9197	165	1
4102	684	1
9815	41	1
7680	1858	1
11506	319	1
5143	1119	1
1293	1292	1
5677	4399	1
9651	3996	1
4995	1967	1
11759	544	5
7218	8874	1
6033	11096	5
1742	7782	1
5462	6648	1
5394	4950	1
4933	11077	1
2483	544	5
6530	11710	1
8496	11742	1
5582	710	1
9171	4081	1
1378	8283	1
8879	2784	1
11279	680	1
1689	11813	1
5732	9433	1
9047	1069	1
7810	5618	1
12022	827	1
6013	1824	1
8132	1071	1
11360	476	1
10528	6387	1
1859	9105	1
1744	190	1
3296	4789	1
7259	10141	1
7320	9541	1
4616	544	5
3205	4833	1
11510	562	1
2991	6077	1
4288	6482	1
3939	544	5
6061	2634	1
3575	1485	1
2782	5612	1
1705	5233	1
11965	83	1
839	4114	1
7258	2085	1
11079	544	5
3189	183	1
9212	48	5
246	8014	1
3970	9896	1
5197	4329	1
11087	113	1
11043	7307	1
5924	6186	1
5234	1524	1
11392	10801	1
2752	316	1
6440	5378	1
9858	9793	1
3817	325	1
384	5503	1
602	646	1
1680	628	1
4425	2577	1
6615	6803	1
3704	7903	1
275	319	1
11458	423	1
1028	3137	1
2992	8113	1
3330	3022	1
9793	3232	1
503	4343	1
11958	5700	1
12045	7775	1
1589	71	1
4612	2834	1
11066	3986	1
6905	10527	1
8220	1559	1
9292	444	1
11663	476	1
6019	253	1
6956	7644	1
2051	9891	1
11948	835	1
9285	10086	1
1894	634	1
5079	11383	1
6639	7727	1
6766	5394	1
2911	3390	1
12042	3039	1
8464	4548	1
6813	2452	1
6869	5992	1
8453	4083	1
9495	10464	1
11608	4078	1
9847	1573	1
10644	4746	1
6623	8720	1
10262	1559	1
3654	8994	1
848	5011	1
11682	3120	1
10942	8738	1
9658	6831	1
10583	2474	1
10432	7897	1
5819	8782	1
9414	9730	1
1103	8734	1
