2180
721	8005	20
1817	3416	25
238	8006	611
3778	1572	25
3778	10	25
5299	5694	628
1934	8007	17
2191	4833	25
638	948	165
1412	1070	50
1633	8008	112
543	8010	25
8012	8011	628
441	7600	25
42	2044	20
6892	1822	74
364	893	60
6589	1987	38
521	314	137
521	5106	137
576	7009	453
3550	6583	25
1193	5250	73
565	5669	76
5063	3332	131
811	3332	20
925	8018	235
1522	8019	7
122	8020	25
1008	750	43
1534	6388	25
201	8022	27
589	2153	25
811	2531	20
2808	5177	33
3657	5893	25
5945	1707	50
2359	3223	50
6049	1005	165
162	7196	27
168	7110	15
8026	1559	631
1704	5120	131
4181	28	261
8030	5984	294
552	648	165
3013	1384	165
879	8032	27
3055	8033	33
1113	3403	20
8035	8034	15
6073	4078	44
430	1856	20
107	1065	27
8012	1561	520
54	5202	40
2128	8038	635
875	1162	76
7172	553	453
1511	4291	60
1511	5617	137
8042	7489	520
925	8043	7
1187	7971	73
5508	5882	50
491	8047	137
195	4404	17
2328	4282	33
1522	8049	7
7	8056	235
7	8057	235
68	6492	76
3051	7594	81
757	7812	27
532	8059	73
550	771	50
918	7588	20
6689	8061	242
724	3444	20
3613	3748	261
6487	7722	38
1317	8062	191
1317	8063	191
4105	7243	25
3873	2132	7
2	2436	73
441	882	20
1716	5766	43
2568	1990	245
3212	8065	20
2762	2935	20
642	4124	73
4224	8066	20
2	7982	73
689	8067	43
352	1872	76
284	8069	20
1379	3437	408
616	5241	165
2164	8070	43
7843	5324	7
1135	4507	27
1904	5062	59
3167	7194	50
724	669	20
105	4260	69
1751	916	20
581	337	59
2927	363	131
1724	8079	2
2967	8080	60
3200	8081	73
244	2252	112
3719	4069	20
6751	548	165
54	8083	40
1449	8084	76
8085	4752	165
1370	2917	15
1008	6726	43
8086	152	38
1506	8087	178
1506	2420	178
5410	8088	27
125	8089	165
278	409	59
4689	4253	2
312	5766	43
107	5438	27
97	1279	201
925	8090	235
1522	8091	235
1522	8092	7
2220	1971	43
1897	8093	242
1102	8094	15
450	1469	25
954	1862	2
5125	3798	20
4234	166	50
535	8097	25
2359	7455	56
1883	8099	53
3013	3711	20
76	1918	54
894	1597	69
4855	8100	33
755	8101	15
1412	4838	50
2	8102	31
8026	8103	631
2231	8104	20
1832	7255	124
1083	7977	19
4393	8108	38
2875	2606	20
8011	8109	294
1379	7635	156
244	8112	112
418	5888	20
107	223	27
4784	1576	59
962	3823	17
1861	3584	35
8116	7274	31
1511	6922	201
244	1443	112
739	7486	2
1706	8120	191
8121	6324	453
1045	8122	27
2	7525	2
8123	8124	76
450	2153	25
3773	8125	38
1412	3775	50
599	1430	15
1463	1733	33
743	3603	217
4169	1066	92
8132	1790	131
8133	6311	131
1174	8135	165
208	4684	40
208	6056	40
755	8136	161
552	8137	20
2	2419	73
459	8139	43
1187	2610	73
7568	8142	15
3013	7868	20
4829	6932	504
1805	4407	2
1473	1460	27
97	6033	201
4470	8144	38
3182	805	165
694	3707	20
8042	1561	520
54	8147	40
8149	8148	141
7	8150	235
8152	8151	33
1511	6742	137
839	28	122
5342	4141	198
1633	7837	112
159	8153	60
8157	8156	20
7	8158	235
7	6399	235
7	2495	7
843	6272	27
521	3839	60
743	3240	217
7996	8160	33
3590	8161	165
4877	2046	165
1187	7270	2
2191	8163	25
1659	7709	69
1193	3683	2
8165	8164	35
4526	1102	122
2078	438	20
8166	8167	15
2875	6889	25
642	1753	73
6882	2767	15
122	5361	25
689	8169	43
954	3753	514
5259	553	7
1283	8171	2
2898	1171	20
2806	2296	165
298	8174	15
1329	4771	465
910	1510	248
7843	6606	7
7843	5751	7
312	3194	43
1283	7194	2
459	5294	43
403	7882	131
3483	5317	165
4105	8176	20
8177	8178	131
2548	5558	59
208	714	40
448	2251	73
4261	8179	15
1921	8180	319
8181	2346	332
3995	8182	514
2878	8183	44
2	8184	2
5343	3122	17
375	8185	27
12	1995	12
7503	8186	15
2149	8187	268
8188	927	33
7106	5901	20
539	4931	56
391	6451	25
391	2702	76
2128	8189	635
6953	8190	453
260	5207	33
312	7455	43
107	7740	27
107	152	27
2289	5116	20
28	4220	15
97	7506	60
925	8191	7
1476	2815	20
1522	2539	235
1522	6873	235
1522	8192	235
1522	4605	7
1408	8194	191
114	1756	73
3106	7418	319
8195	1565	20
1370	6046	38
1370	3797	152
1883	7919	15
4741	8201	72
954	8204	15
1412	7548	50
1148	8206	25
2049	241	25
244	6411	112
459	4828	43
525	6259	20
3420	8209	7
190	4761	54
1219	4542	25
1496	1746	514
3921	8212	15
260	3752	33
244	4890	112
244	221	112
6602	8213	38
201	4933	27
6319	8214	165
208	6735	40
7	8215	235
1045	2944	27
159	2433	59
4002	5640	56
97	3581	60
8216	756	33
2849	2112	17
1886	1971	56
471	4041	19
2817	6319	109
2187	8219	35
144	6123	25
208	8224	40
586	1602	69
4338	8227	165
430	4709	20
1187	8229	73
1399	8230	15
28	8231	15
6328	469	50
2341	5645	69
4421	2301	152
746	8213	59
3182	4528	165
6153	8234	25
458	4159	50
142	8235	289
1594	4019	69
54	897	40
368	7714	38
3015	7783	289
518	4396	33
7172	8239	7
552	3458	20
1283	5274	73
4866	8240	15
23	952	208
190	4319	99
743	3897	217
1001	6241	208
8241	2273	520
612	398	20
1373	6990	92
5088	8243	141
4877	5904	76
3418	1518	261
208	7650	40
2898	2490	25
1111	1888	20
4166	1804	64
3156	711	20
3212	5642	165
112	60	44
3248	3511	165
28	8247	15
305	8248	165
2812	3586	261
7843	8252	7
585	8253	35
3757	8258	131
6265	3446	27
2128	4693	7
2076	8262	25
987	5124	73
114	4472	73
6012	6731	33
7083	6114	15
5046	8263	35
6955	2077	17
646	6095	27
2220	5313	43
8265	1588	7
576	8266	7
68	438	20
7638	1924	73
7249	8268	20
6549	6550	25
6955	1966	17
933	3264	38
3067	7860	2
2993	409	20
2341	3983	69
689	860	43
757	8274	27
2128	8275	7
5938	8276	69
3853	8277	17
6953	3849	7
6294	4751	165
244	594	112
391	8279	20
28	2722	161
28	8280	15
28	941	611
925	6182	235
925	4113	235
2512	4207	60
1522	8284	235
2691	8285	514
54	8286	40
450	8287	76
4780	3588	64
8288	8114	76
550	8289	50
1260	8290	43
4105	7100	20
586	8292	69
28	1370	514
2148	6986	25
4464	6766	81
3701	1926	76
869	1653	20
453	1299	31
2128	8302	7
1522	8303	7
448	4745	73
6589	516	38
743	8304	217
1889	812	131
195	2789	17
42	8306	25
8307	2539	235
430	6121	25
107	8308	27
162	8309	27
5526	8310	165
1817	2230	165
4825	3737	81
8311	7981	165
537	536	165
401	2483	161
1409	2826	2
1008	5210	43
156	4315	20
8314	8315	33
1409	1642	73
925	8316	235
3140	1567	76
2359	2360	50
461	1472	20
989	2607	44
480	8322	25
208	6649	40
208	8323	40
5489	512	219
