125
315	504	150
1433	1432	179
1661	250	34
2611	349	162
2144	2745	107
3100	207	29
1085	4083	149
104	1058	34
1822	1126	83
1308	878	29
400	1279	83
2571	2153	20
1884	3680	79
908	55	20
3673	2377	109
1058	1897	34
1155	480	34
724	1058	34
1303	1138	29
4221	4357	34
1096	1082	150
1292	557	199
1129	2149	9
211	2037	9
3374	1030	136
2456	2009	83
4097	3719	34
80	1292	199
569	301	34
2378	1395	162
3677	3505	34
4463	4657	191
869	2047	149
1292	80	199
2749	2052	34
377	1789	20
4454	3673	34
3667	2061	29
425	1518	149
612	395	112
394	1429	29
211	210	20
488	2433	29
3915	4069	34
2153	2571	20
217	557	20
2802	3394	136
1970	469	83
641	893	20
2559	349	162
1257	1297	9
1727	1044	20
1356	3905	34
2889	2513	20
4391	3697	156
338	3817	85
4160	4018	201
3214	2477	156
999	25	112
250	1661	34
312	3863	34
1447	2476	136
4103	2858	107
4010	4145	34
2019	3041	70
2068	1527	83
908	704	217
3150	3149	34
2160	2021	141
4032	4290	139
3682	2556	150
3397	1765	34
1571	1570	34
1058	1597	34
1343	1545	85
2513	2889	20
2714	505	34
360	347	70
2424	3347	34
2889	211	29
1335	1017	83
4331	3479	34
3965	1428	20
2362	2573	83
4375	4060	107
2568	218	70
316	2712	136
3214	1045	156
25	250	34
1686	1616	83
1903	1126	83
4391	1784	156
4094	1167	208
56	55	20
406	180	136
108	1616	83
77	1674	83
3694	1947	107
3480	2665	149
4092	28	83
1921	3375	179
270	271	29
180	406	136
4436	3745	139
2339	982	149
3965	2268	20
2176	1639	149
1064	1063	136
773	311	112
2312	406	136
604	211	20
117	11	34
4074	2152	201
955	976	85
958	4114	139
2047	869	29
1210	884	139
16	667	201
2186	4506	79
2665	2744	112
2148	2469	9
1304	395	112
244	1252	9
2571	213	29
809	964	179
