27203
0	1	0
2	3	1
4	5	2
6	7	3
8	9	0
10	11	4
12	13	5
14	15	6
16	17	7
18	19	1
20	21	8
22	23	9
24	25	4
26	27	10
28	29	11
30	31	12
32	33	13
34	35	2
3	36	14
37	38	15
39	40	16
41	42	8
43	44	2
3	45	14
46	47	16
48	49	17
50	19	1
51	52	18
53	54	19
55	56	20
57	58	15
59	60	13
61	62	20
63	64	3
65	66	0
67	68	21
69	70	2
71	72	22
73	74	6
75	76	13
77	78	23
79	80	16
81	82	24
83	84	25
85	86	26
87	88	27
89	90	16
91	92	28
93	49	17
3	94	14
95	21	8
96	97	6
98	86	26
99	100	29
101	38	15
102	103	13
104	105	7
106	107	30
108	66	31
109	81	12
110	111	32
112	113	31
114	115	33
116	86	26
11	117	34
118	119	35
120	3	1
121	117	4
122	123	36
124	125	19
126	127	2
128	129	37
130	86	26
131	125	38
132	133	39
134	135	6
136	137	40
138	139	14
140	141	41
142	49	17
143	49	17
144	145	13
146	147	42
148	149	43
150	35	2
151	1	31
152	153	44
154	155	15
156	157	16
158	159	45
160	161	46
162	163	13
164	165	47
166	167	20
168	169	5
170	88	48
171	172	13
173	88	27
174	16	4
119	19	49
175	176	50
177	178	19
179	180	51
181	182	6
183	49	17
184	185	47
186	187	52
188	189	53
190	191	4
192	139	54
85	193	6
194	195	55
196	197	56
66	198	51
199	200	2
201	202	6
63	203	3
204	205	57
11	206	58
207	208	5
209	155	15
210	211	20
212	213	16
214	215	32
172	216	4
217	218	42
219	86	26
220	221	59
222	223	4
224	225	60
226	227	4
39	228	61
229	206	62
230	231	63
232	233	8
234	5	2
235	236	61
237	238	55
49	239	64
240	86	26
241	242	53
243	244	44
245	246	65
247	88	27
248	249	57
49	250	64
251	86	26
252	253	66
254	255	67
256	257	65
258	259	50
260	261	50
262	66	31
263	264	32
265	88	68
266	267	42
268	269	4
270	271	44
272	206	69
273	274	60
275	276	5
277	278	70
279	280	27
281	282	71
253	283	14
284	285	65
286	287	72
288	289	43
290	32	6
291	49	17
292	293	73
294	295	41
296	297	55
298	299	5
300	301	4
302	303	13
304	305	50
306	206	74
307	308	53
309	49	17
310	311	75
312	313	34
3	314	14
315	206	76
316	35	2
317	318	53
319	86	26
320	19	49
321	39	77
322	323	15
324	325	8
226	66	31
326	327	31
328	329	8
330	331	78
332	127	2
333	206	69
334	335	28
336	312	79
16	337	80
338	339	15
222	1	31
340	341	81
342	343	4
344	49	17
87	31	4
345	19	1
346	347	34
40	348	5
349	100	6
350	266	6
88	351	82
352	353	83
354	42	8
355	356	13
357	358	50
359	360	37
361	3	49
362	363	12
364	206	84
365	289	31
366	155	15
367	368	85
235	369	61
49	370	64
371	372	30
121	373	4
374	375	53
376	377	20
378	133	39
379	19	1
380	381	50
382	218	86
301	383	28
384	385	77
386	88	10
387	81	12
388	389	87
390	155	15
391	88	27
392	393	19
394	395	11
273	396	60
397	398	83
399	400	5
3	401	14
402	403	31
404	405	50
10	343	4
406	407	32
408	393	19
409	191	4
410	88	88
411	412	14
413	414	50
415	416	6
417	418	65
419	88	68
420	86	26
421	200	2
3	422	14
423	325	8
424	425	6
426	427	3
428	117	12
429	5	2
430	431	2
39	225	60
432	66	31
433	434	89
435	436	33
42	437	16
438	439	11
440	441	90
442	443	56
444	220	13
445	446	90
447	448	16
449	13	61
450	451	55
407	406	91
452	280	10
453	236	5
454	455	6
456	88	27
457	458	4
459	429	61
460	347	22
461	462	19
463	464	83
465	35	2
466	467	42
468	469	56
470	218	11
471	206	92
472	447	8
68	377	82
473	128	93
474	223	4
475	476	61
148	29	86
477	478	5
479	480	94
