1847
550	13187	12
19865	32425	0
1080	29934	13
18015	32608	6
22570	25124	11
10042	19023	0
12244	38701	0
6663	14664	11
3178	34257	0
7000	18113	0
2081	7323	0
1724	24466	0
10783	37188	0
299	12127	0
3436	35485	0
1443	15216	0
931	1285	0
13879	36650	0
3658	115	0
1958	12677	11
31984	13681	0
4825	18524	0
8813	20912	6
7000	35777	0
4716	40847	0
299	20312	0
15157	18701	0
16514	17944	6
9672	2501	6
11491	976	6
2296	5576	0
3079	18702	0
490	27469	11
1601	27705	0
5985	7432	0
3526	11559	0
2621	23762	0
5466	37412	0
16208	714	0
12	18841	0
454	39535	11
756	32373	0
2998	1969	0
2744	8769	0
35063	12986	0
9000	30417	0
15056	33770	6
442	39467	11
87	39991	0
9379	2512	0
3379	2505	6
17412	17037	0
19041	31683	0
312	16574	0
1055	36444	0
36702	3548	11
1380	10136	13
122	12871	0
7049	34146	0
33619	3199	0
16365	27534	0
7437	19083	0
31453	32584	0
4384	9796	0
21279	31993	0
166	11716	0
2486	15816	0
8630	28818	0
7637	34260	0
669	36561	0
71	7370	0
22452	31736	6
1018	2898	0
550	31604	12
3476	11855	0
6013	40300	0
12576	11357	0
1604	11501	6
14757	11686	6
9107	662	0
3022	29179	0
1080	16575	12
23984	23983	0
27526	5185	6
294	28497	7
908	32191	0
24711	18249	0
28863	33381	11
479	31859	0
3856	821	0
10783	5667	0
26710	10339	0
17784	24027	6
26052	24075	9
2504	23288	0
3025	10370	0
814	4330	0
15537	8476	0
2555	23803	0
814	13207	0
22559	6593	0
1004	25852	11
4648	28115	6
4546	11472	6
9458	30614	0
413	35191	0
3521	9831	0
6031	10302	0
351	40161	7
766	9111	0
2436	34916	6
1611	25862	9
7404	39367	11
13854	31852	11
17095	5318	0
965	30681	0
650	14862	9
15973	33623	0
26183	21225	0
575	13783	0
4880	29823	0
20505	587	0
14433	20781	11
1115	16936	0
5085	39755	0
2189	29715	0
10480	11554	9
756	37575	0
19766	33222	0
3047	34076	0
896	34926	0
14659	2568	6
6116	30415	0
6	2273	0
810	10930	0
87	26931	0
1709	35194	0
40319	40318	0
4944	19897	0
2249	1826	6
15488	9010	0
485	7917	0
408	18775	0
183	20228	6
9322	14980	0
12919	28975	6
7426	10852	11
226	10698	9
1875	27099	11
3409	33088	0
6208	40608	6
2084	27065	7
2165	31986	0
23834	2464	0
294	14856	7
5557	5556	11
550	20664	12
473	16349	0
20054	24284	0
7771	20856	0
7049	11030	0
20783	11703	9
2079	5234	9
3160	6747	7
6869	10838	6
36246	40891	6
2689	17141	0
4960	4959	6
5910	14496	6
6350	18868	11
13243	20326	6
1184	28010	0
294	10338	6
456	14286	0
3382	35619	11
669	668	0
28670	15542	6
12559	9974	0
22286	34719	0
25662	4766	0
16795	16794	0
397	32610	0
119	21018	0
25143	10636	0
569	16837	7
849	4548	0
7005	12935	6
16191	19143	0
569	33802	7
2967	31625	11
4092	1161	0
2865	38265	7
11686	29703	6
2025	39522	0
19220	39269	0
1443	5704	0
14482	5238	0
3336	29814	0
294	34843	7
24946	34147	6
25082	2394	0
7474	34780	6
6689	8386	0
9929	34056	0
581	26119	6
15730	40016	0
19617	40280	0
13658	31101	0
5600	21601	0
6058	17830	0
11558	24334	0
8208	5536	6
14909	39866	0
12922	30762	0
10192	2058	11
10167	16244	11
8277	2556	0
33431	13120	6
32441	40809	0
3108	40234	0
6731	30703	0
11168	15904	0
3504	21583	6
8515	37996	6
3736	3735	9
3372	37123	0
5950	5857	0
5471	11278	0
16205	21036	0
6242	10000	0
15448	3698	0
9742	9741	9
19170	30581	0
4108	29215	0
3507	40754	0
14272	7999	0
312	14867	0
8526	9045	0
5132	9127	0
1952	21509	0
5186	8381	11
2985	35085	6
30710	9744	11
993	38360	0
9629	19595	0
17798	29999	0
10150	3833	7
11143	34194	0
16663	24709	6
4874	4873	0
21458	17600	0
21580	25247	0
408	29211	0
21415	25901	11
3014	38353	0
1306	10859	13
9507	29468	0
19895	16401	0
5071	31762	0
24554	24553	0
8807	3424	0
1741	20680	0
24940	11544	0
226	15277	9
1184	35391	0
19311	24189	0
12100	10251	0
7031	29338	0
16872	30713	6
24540	8864	0
1080	9914	13
7094	2861	6
25962	35299	0
13216	13215	0
4067	22373	0
37646	32031	6
12961	2457	0
11282	36210	0
2689	6053	0
965	34323	0
2398	10484	9
2564	20435	0
4483	10686	0
13048	30742	0
1387	22903	0
15647	33985	11
16507	34939	0
689	36167	0
7958	40114	0
514	19443	0
1722	12839	0
12147	20841	0
20474	24056	0
226	35465	9
33487	33486	0
4014	20640	0
4351	10080	0
10057	34102	0
4299	25909	0
12559	29075	0
25390	27449	7
17414	35126	0
24627	24626	0
15723	15722	6
5578	23137	11
8455	18158	7
2052	9703	0
7052	37703	0
25402	4066	7
2039	18054	0
8524	6490	6
25172	15468	11
17141	28719	6
38192	39566	0
66	4933	7
1023	36933	0
17830	33944	0
26926	32758	6
1265	36314	0
4670	22855	0
3575	37805	0
24512	36841	11
6492	31236	0
413	30176	0
25606	36145	6
60	3941	6
2907	2906	6
550	34984	12
3646	18378	0
15775	15099	6
413	39114	0
575	11589	0
15448	21251	0
17342	8983	6
3327	25529	0
8094	10433	0
4677	10065	0
1296	35059	0
11053	13901	7
21864	33752	0
8494	7871	0
944	14359	0
3382	20654	11
12544	32101	11
13385	19285	0
1378	8129	0
8949	12098	0
34006	24009	11
375	28135	0
122	26893	9
6672	10974	11
12663	40413	9
22165	20423	0
331	10853	11
26050	15755	6
274	27666	0
1018	40658	0
15639	26396	0
3396	10685	9
1952	40891	0
22515	34191	0
32735	32844	6
1229	16965	12
3047	6201	0
859	2893	0
25894	15307	11
7678	6490	6
957	40630	0
1849	31910	0
10200	27596	0
8877	36834	0
23645	30880	0
203	16840	0
2079	11131	9
188	24803	0
27913	36526	0
14494	7896	0
13376	36121	0
1862	21561	11
2221	2220	0
1613	1612	11
2824	36711	12
214	22449	7
18849	9535	0
5942	34482	0
25895	39443	0
7	19847	0
11926	14750	0
4591	37713	0
4203	25095	6
14104	12616	0
8855	8602	0
24948	30814	11
7381	7380	0
6602	1621	0
18160	34867	0
7437	40084	0
397	19751	0
383	38136	9
4203	38867	6
17949	10249	11
853	852	6
1306	36052	11
7000	9530	0
