321
1212	1453	35
26	2815	169
47	841	19
1611	1902	115
601	897	44
633	2219	19
31	1870	102
648	186	181
2587	1810	112
381	2976	68
727	2246	1
167	995	60
233	2084	19
1303	1181	155
3109	985	35
1713	375	155
514	550	98
120	749	19
1611	1612	31
1004	2777	19
1842	1717	1
92	3224	85
1510	2654	92
1328	2233	62
356	1224	32
1002	427	1
566	1282	110
1605	2502	64
3337	2011	35
210	1281	19
143	1051	110
755	1453	35
824	589	55
2982	526	62
164	3009	44
1263	1383	110
3239	1007	155
824	2265	55
55	49	19
785	713	0
110	2146	32
1343	1380	60
462	722	1
601	600	44
167	1981	60
755	534	35
508	2435	32
3282	1181	55
1170	2197	19
260	2837	44
1185	133	98
824	2496	55
92	969	85
167	2838	60
167	1594	60
335	843	79
210	140	19
330	3106	35
260	2057	44
1226	1889	19
829	1572	1
939	1041	19
1826	2319	32
1211	3381	0
824	3204	55
523	1025	0
744	2157	60
0	2054	0
314	1062	0
55	545	19
2906	1612	31
233	2461	19
3193	2410	0
479	444	1
92	2368	85
3120	96	114
525	2149	62
824	3034	55
1078	2603	64
231	1428	21
572	745	60
1383	1378	1
2469	296	62
828	335	32
164	3151	44
908	1287	60
164	3276	44
167	371	60
403	1760	21
231	1345	21
3182	1360	181
92	3193	85
1237	1061	19
178	1758	19
464	2348	32
1530	671	19
1360	1186	64
799	1843	19
444	1134	47
164	701	44
186	407	47
1675	3649	0
26	433	169
780	950	47
610	447	32
744	2042	60
878	2756	47
1709	1708	44
214	2378	0
314	1898	0
170	171	79
566	1383	110
1256	2126	1
850	849	1
878	44	47
424	335	1
2381	2723	195
2726	495	44
802	748	19
707	2718	1
3471	2418	62
78	1264	44
1243	2542	19
424	597	1
780	1198	47
92	2623	85
3558	1162	64
828	959	32
1826	1657	32
938	276	62
2159	2601	64
243	1039	19
696	639	0
2097	3249	19
214	2128	0
164	3021	44
2841	271	55
186	1667	47
216	1269	60
157	156	0
167	1499	60
1263	1227	32
2561	2260	55
92	269	85
1763	8	1
164	3139	44
2043	302	19
2538	1671	55
164	3102	44
2229	3112	1
398	380	102
2997	881	177
856	3549	0
984	722	55
92	1199	85
694	24	32
1014	445	1
163	146	21
1784	289	0
2043	2113	19
164	3398	44
1611	2934	115
1212	221	35
2865	1650	171
957	596	177
682	1463	19
2903	1638	64
755	2715	35
471	292	92
164	1864	44
92	1062	85
37	415	21
159	2151	19
19	3164	32
755	2917	35
92	1335	85
3022	600	181
92	225	85
3238	3237	0
1263	3246	32
1797	1595	64
611	496	1
2303	48	1
1310	2658	19
2649	1747	32
281	2343	71
1303	3419	155
3208	2951	19
356	161	32
937	1371	19
824	121	55
523	2006	0
514	729	98
186	205	47
514	2113	98
824	1560	55
214	2877	0
2561	1453	55
2600	3398	31
3020	1395	31
64	204	110
471	1393	92
108	109	115
92	2999	85
654	223	31
335	1528	79
780	2102	47
1269	2418	1
2946	1852	32
164	2606	44
712	599	102
1212	391	35
1322	2037	19
523	1200	0
302	1827	92
92	3154	85
1817	649	92
2538	2219	55
1692	1657	32
2649	735	32
464	1425	32
1842	460	62
167	1763	60
2119	1029	69
850	232	1
444	721	47
167	935	60
824	717	55
1384	2012	171
1418	1472	32
164	223	44
1407	646	19
167	948	60
824	3061	55
1616	152	169
780	3515	47
2312	2040	19
95	2903	0
2056	231	0
601	2057	44
488	2725	44
76	2263	0
2614	3320	0
601	2481	44
78	77	44
939	1118	19
1185	571	98
2982	411	62
1676	1466	62
214	2382	0
235	3112	19
712	662	102
182	669	32
1249	1000	19
244	2883	1
1254	2803	55
1303	597	155
1023	15	32
1853	2901	1
601	1978	44
2549	317	177
120	1234	19
523	944	0
212	2566	68
2082	405	32
1652	523	114
611	497	62
572	707	60
984	2860	55
2305	2783	64
937	1423	19
3144	2712	0
1362	2093	31
2497	646	1
281	2696	71
1752	717	32
1877	710	35
2798	3516	0
523	2091	0
758	2114	44
682	2499	19
179	813	110
610	1328	110
214	322	0
47	1169	19
2019	806	0
92	298	85
1058	2847	64
3283	263	64
387	1765	19
3393	1168	177
167	642	60
2611	841	64
904	2493	64
1188	119	19
145	503	78
2	139	62
804	246	19
2826	2825	19
167	2497	60
78	1995	44
3020	1600	31
162	2426	64
1826	1318	32
799	669	19
1446	2509	177
758	2057	44
1343	1218	60
3068	1242	64
1163	2885	31
1163	2829	115
167	1092	60
1826	761	32
2381	3023	195
1607	106	1
2273	768	177
2383	279	64
1611	2934	31
799	1422	19
1665	1464	35
226	3220	0
