359
5286	3748	46
3748	5286	47
5286	7372	46
7372	5286	47
2292	514	47
514	2292	46
1990	2568	244
3634	804	23
804	3634	22
1495	146	111
6212	8074	189
7477	968	244
968	7477	323
1880	418	22
418	1880	23
3001	467	63
467	3001	62
969	3585	47
3585	969	46
576	8119	189
98	8126	62
8126	98	62
2512	2726	62
2726	2512	63
5259	1839	189
4182	3418	323
1102	4526	110
2726	277	63
277	2726	62
8121	3188	189
5259	8173	189
298	3608	8
3608	298	9
4771	1329	323
7672	301	46
301	7672	47
2994	2726	63
2726	2994	63
391	1796	23
1796	391	22
1496	5286	47
5286	1496	46
7802	3613	323
3687	5632	63
5632	3687	63
1222	1221	323
1221	1222	244
4320	6423	46
6423	4320	47
98	1057	62
1057	98	63
5142	1047	110
1047	5142	111
4437	4112	103
4112	4437	103
2647	159	62
159	2647	62
2647	277	63
277	2647	63
3418	2292	111
1058	3399	63
3399	1058	63
2104	3216	46
3216	2104	47
3586	2812	110
3902	1588	189
3460	3604	9
3604	3460	8
3239	3586	111
3586	3239	110
903	3251	111
6437	6078	189
4718	98	63
98	4718	62
2512	2155	63
2155	2512	62
840	2829	47
2829	840	46
3000	5739	62
5739	3000	63
6953	8347	189
467	581	63
903	2568	244
2568	903	323
2120	3418	323
7582	598	103
598	7582	103
3687	419	63
419	3687	62
4317	3428	46
3428	4317	47
8385	587	62
587	8385	62
1687	4174	213
4174	1687	213
98	1354	63
1354	98	63
8416	5198	189
745	5198	189
3418	6487	111
1247	7752	22
7752	1247	23
576	4588	189
8265	4588	189
4756	75	9
75	4756	8
2376	954	111
2585	3613	323
3613	2585	244
239	954	111
3479	2681	23
2681	3479	22
1511	3687	62
3687	1511	62
1903	2512	62
2512	1903	62
2741	5218	189
2120	3175	46
3175	2120	47
2568	2620	46
2620	2568	47
6953	8239	189
1329	828	111
514	741	46
741	514	47
2120	682	323
6114	3504	110
467	86	63
86	467	63
901	1225	23
1225	901	22
7874	429	23
429	7874	22
2173	431	291
431	2173	291
7672	4009	323
7172	527	189
345	400	46
400	345	47
3902	8239	189
6051	4526	323
3779	1771	47
1771	3779	46
1222	938	323
938	1222	244
7752	6135	23
6135	7752	22
1827	936	22
936	1827	23
3205	3000	63
3000	3205	63
3902	5373	189
4771	3562	46
3562	4771	47
6051	1994	46
1994	6051	47
4505	1329	323
3256	3428	46
3428	3256	47
576	6078	189
1102	431	291
431	1102	291
3902	8266	189
86	3996	63
5354	159	62
159	5354	63
2853	3985	62
3985	2853	62
2174	954	111
391	3901	23
3901	391	22
6918	4320	47
4320	6918	46
315	521	62
521	315	62
8795	1603	9
1603	8795	8
68	4657	23
4657	68	22
514	3804	46
3804	514	47
3873	7009	189
6079	8822	189
5142	2120	47
2120	5142	46
3459	830	103
830	3459	103
8838	2926	63
2926	8838	63
745	5898	189
5259	2740	189
1852	159	62
159	1852	62
28	954	291
4231	3504	110
6953	7758	189
87	1604	62
1604	87	62
5620	1776	9
1776	5620	8
5924	1222	47
1222	5924	46
432	7580	111
7580	432	110
451	1689	22
1689	451	23
2363	4275	9
4275	2363	8
3996	1511	62
1511	3996	62
87	8921	63
8921	87	62
4317	4181	323
1904	581	63
581	1904	63
1955	147	47
147	1955	46
6839	5830	63
5830	6839	63
6839	1718	63
1718	6839	63
1838	5213	189
904	682	323
576	8815	189
6953	8955	189
576	8861	189
4261	1777	8
1777	4261	9
7166	7477	323
315	5527	62
5527	315	62
4839	3205	62
3205	4839	62
7172	8975	189
6079	8522	189
6079	5213	189
581	4595	63
4595	581	63
5175	3324	22
3324	5175	23
3497	6421	63
6421	3497	63
364	86	62
4864	1678	9
1678	4864	8
6360	2429	63
2429	6360	63
2548	1419	63
1419	2548	63
8121	5898	189
580	1718	62
1718	580	62
1241	4673	62
4673	1241	62
2659	4283	63
4283	2659	62
2280	59	23
59	2280	22
315	2326	62
2326	315	62
3232	4181	110
840	9085	291
9085	840	291
581	1022	62
4101	6360	62
6360	4101	62
2479	86	63
86	2479	63
2907	2479	62
2479	2907	63
71	432	323
1812	269	110
269	1812	111
9099	2120	47
2120	9099	46
6953	8822	189
2155	277	63
277	2155	62
9001	1880	23
1880	9001	22
238	3355	110
9133	1916	23
1916	9133	22
5259	8861	189
945	840	46
840	945	47
1225	2919	22
2919	1225	23
3418	1032	111
4009	2829	244
2829	4009	323
745	6078	189
97	7779	62
7779	97	62
9172	7272	9
7272	9172	8
364	2326	63
2326	364	63
3613	7166	244
610	954	111
1577	159	62
159	1577	63
1345	7281	46
7281	1345	47
596	1047	323
804	9001	22
9001	804	23
7640	159	62
159	7640	62
1812	2443	110
2647	2726	62
2726	2647	63
181	1566	22
1566	181	23
3985	746	63
746	3985	63
1133	3355	323
989	552	22
552	989	23
3216	840	291
840	3216	291
8121	9246	189
580	2512	62
2512	580	62
3997	1234	62
1234	3997	62
6953	6361	189
1990	3215	111
3215	1990	110
8416	4588	189
159	9280	63
9280	159	63
332	2501	22
2501	332	23
432	954	111
6079	553	189
59	3621	22
3621	59	23
1863	1776	9
1776	1863	8
364	4283	62
4283	364	62
5495	122	22
122	5495	23
581	86	63
565	3325	23
3325	565	22
2429	581	63
581	2429	62
4721	954	291
954	4721	291
2404	2121	22
2121	2404	23
1133	3250	46
3250	1133	47
7801	9352	244
9352	7801	323
521	4283	62
4283	521	63
