2537
1858	2688	385
2688	1858	384
28	5473	626
1412	1232	98
241	2229	267
2229	241	98
4940	5711	11
5711	4940	10
3915	8009	4
8009	3915	5
3009	3242	83
3242	3009	82
416	8013	144
8013	416	145
465	8014	629
8014	465	630
1987	6589	104
8015	8016	89
8016	8015	89
8017	6956	1
6956	8017	105
613	3279	5
3279	613	4
6388	8021	88
8021	6388	87
2350	6239	10
6239	2350	11
52	3631	98
3631	52	105
8023	3233	5
3233	8023	4
57	8024	10
8024	57	98
1579	5740	187
5740	1579	187
8025	1967	5
1967	8025	5
4703	8027	88
8027	4703	87
8028	8029	632
8029	8028	518
4747	8031	353
8031	4747	354
8034	8035	369
5728	4475	356
4475	5728	98
1065	6696	11
6696	1065	10
8036	8037	533
8037	8036	534
2995	4341	105
4341	2995	147
8039	8040	518
8040	8039	636
2960	7299	538
7299	2960	537
3688	8033	322
8033	3688	321
8041	5694	632
5694	8041	637
7489	8042	521
7597	8044	519
8044	7597	638
8045	8046	636
8046	8045	482
8048	3749	285
3749	8048	396
4924	8050	226
8050	4924	225
8051	8052	518
8052	8051	639
620	8053	5
8053	620	4
8054	8055	482
8055	8054	519
243	2525	10
2525	243	118
1298	774	497
774	1298	126
8058	5744	640
5744	8058	641
5855	4120	4
4120	5855	5
759	8060	253
8060	759	252
2518	1251	195
1251	2518	166
7722	6487	37
3348	8064	642
8064	3348	519
8068	5447	11
5447	8068	10
5905	8071	98
8071	5905	105
8072	8073	5
8073	8072	133
4833	1964	267
1964	4833	11
1707	2607	10
2607	1707	11
4324	4473	1
4473	4324	0
1710	1709	11
1709	1710	105
7294	8075	396
8075	7294	537
6146	8076	11
8076	6146	10
4154	4040	98
4040	4154	166
4327	8077	5
8077	4327	5
805	2459	98
2459	805	267
8078	5401	529
5401	8078	528
6696	6254	10
6254	6696	98
1970	6331	88
6331	1970	195
3630	7662	4
7662	3630	5
8082	4609	0
4609	8082	1
1630	4247	4
4247	1630	4
4752	213	5
213	4752	4
2917	1370	352
281	3775	118
3775	281	105
152	8086	104
7406	2112	222
2112	7406	221
1222	7167	643
6442	176	98
176	6442	0
1862	954	644
874	4894	105
4894	874	11
92	6859	273
6859	92	272
8095	8096	481
8096	8095	482
3222	2524	98
2524	3222	10
4493	2171	4
2171	4493	5
8098	5200	645
5200	8098	646
8105	6631	267
6631	8105	118
8106	8107	88
8107	8106	118
8108	4393	104
381	618	98
618	381	338
2142	8110	118
8110	2142	146
8111	4074	105
4074	8111	285
8111	133	0
133	8111	118
4999	1799	11
1799	4999	267
7635	1379	157
1437	3867	5
3867	1437	5
8113	436	5
436	8113	5
4580	8114	118
8114	4580	88
1453	6700	5
6700	1453	5
7842	7718	118
7718	7842	105
8115	5073	118
5073	8115	267
134	1958	197
1958	134	196
1871	1788	5
1788	1871	5
8117	8118	231
8118	8117	368
8125	3773	104
8127	5279	5
5279	8127	4
8128	8129	267
8129	8128	118
2358	8130	647
8130	2358	648
2359	8131	5
8131	2359	5
4012	5594	222
5594	4012	221
1716	847	493
2839	8134	146
8134	2839	147
8138	5294	98
5294	8138	145
5209	5903	195
5903	5209	166
4500	8140	166
8140	4500	195
8028	8141	632
8141	8028	518
3271	370	307
370	3271	105
1773	3359	166
3359	1773	195
2143	3279	10
3279	2143	98
3774	3300	98
3226	3332	5
3332	3226	4
1065	8143	4
8143	1065	5
8144	4470	37
8145	7429	118
7429	8145	267
8146	3009	83
3009	8146	82
8148	8149	649
4178	2486	10
2486	4178	11
409	976	5
976	409	5
3418	4182	278
8154	8155	230
5554	1309	98
1309	5554	267
3897	8159	626
8162	1952	89
1952	8162	440
7055	440	339
440	7055	338
7779	581	650
581	7779	293
5471	5184	267
5184	5471	118
2957	5436	4
5436	2957	4
4606	4463	5
4463	4606	5
3403	7152	87
7152	3403	166
8167	8166	369
1949	8168	10
8168	1949	11
165	8170	90
8170	165	91
2665	7570	105
7570	2665	98
1075	31	5
31	1075	5
1379	8172	342
8173	5259	188
5418	5250	98
5250	5418	105
6440	1874	105
1874	6440	98
3133	3713	0
3713	3133	98
8175	7679	583
7679	8175	583
2411	105	362
105	2411	362
4498	4082	10
4082	4498	118
4911	591	183
591	4911	184
8179	4261	250
6884	5034	82
5034	6884	83
5688	5888	4
5888	5688	5
1414	5228	11
5228	1414	267
5593	7635	10
7635	5593	11
481	4446	353
4446	481	98
8186	7503	352
7303	3332	4
3332	7303	5
6880	4662	5
4662	6880	5
2517	2365	4
2365	2517	4
3613	7802	278
5207	1139	66
1139	5207	66
28	663	629
8193	2584	89
2584	8193	89
4234	2359	5
2359	4234	5
539	5839	5
5839	539	5
4357	7486	98
7486	4357	145
1795	1799	98
1799	1795	105
7136	4543	338
4543	7136	339
6046	1370	104
8196	8197	369
8197	8196	367
1344	1899	4
1899	1344	4
4232	8198	4
8198	4232	4
8199	8200	11
8200	8199	105
8202	5969	5
5969	8202	4
8203	2350	118
2350	8203	267
7548	6369	166
6369	7548	98
4609	8205	195
8205	4609	105
8207	813	146
813	8207	118
7619	8208	5
8208	7619	5
